시설명,노선명,유형,노선방향,lat,lon
고창고인돌 휴게소,서해안선,휴게소,상행,35.4620701,126.673477
곡성 휴게소,호남선,휴게소,하행,35.258498,127.150737
곡성 휴게소,호남선,휴게소,상행,35.259632,127.152741
공주 휴게소,당진영덕선,휴게소,하행,36.498679,127.164921
공주 휴게소,당진영덕선,휴게소,상행,36.496946,127.1666701
괴산 휴게소,중부내륙선,휴게소,상행,36.831894,127.960141
괴산 휴게소,중부내륙선,휴게소,하행,36.831456,127.957845
구리 휴게소,수도권제1순환선,휴게소,하행,37.628023,127.139237
구정 휴게소,동해선,휴게소,하행,37.722214,128.8511601
구정 휴게소,동해선,휴게소,상행,37.723012,128.854228
군산 휴게소,서해안선,휴게소,하행,35.980591,126.828971
군산 휴게소,서해안선,휴게소,상행,36.018831,126.797698
군위 휴게소,중앙선,휴게소,하행,36.266556,128.574852
군위 휴게소,중앙선,휴게소,상행,36.266002,128.576774
금강 휴게소,경부선,휴게소,하행,36.279148,127.672231
금산인삼랜드 휴게소,대전통영선,휴게소,상행,36.154689,127.497681
금산인삼랜드 휴게소,대전통영선,휴게소,하행,36.152874,127.495954
금왕 휴게소,평택제천선,휴게소,하행,36.9694501,127.590845
금왕 휴게소,평택제천선,휴게소,상행,36.970655,127.589499
기흥 휴게소,경부선,휴게소,하행,37.235125,127.104595
김천 휴게소,경부선,휴게소,하행,36.129252,128.164782
김천 휴게소,경부선,휴게소,상행,36.131107,128.164009
김해금관가야 휴게소,부산외곽선,휴게소,양방향,35.269933,129.003134
남성주참외 휴게소,중부내륙선,휴게소,상행,35.858422,128.319904
남성주참외 휴게소,중부내륙선,휴게소,하행,35.869015,128.316816
내린천 휴게소,서울양양선,휴게소,양방향,37.916535,128.286377
논공 휴게소,광주대구선,휴게소,하행,35.767421,128.403493
논공 휴게소,광주대구선,휴게소,상행,35.764989,128.402909
단양팔경 휴게소,중앙선,휴게소,상행,36.995459,128.287616
단양팔경 휴게소,중앙선,휴게소,하행,36.942903,128.322142
대천 휴게소,서해안선,휴게소,하행,36.372995,126.555684
대천 휴게소,서해안선,휴게소,상행,36.374457,126.558327
덕유산 휴게소,대전통영선,휴게소,상행,35.816481,127.646149
덕유산 휴게소,대전통영선,휴게소,하행,35.813428,127.643173
덕평 휴게소,영동선,휴게소,양방향,37.241456,127.390189
동명 휴게소,중앙선,휴게소,하행,36.0069901,128.546504
동명 휴게소,중앙선,휴게소,상행,36.006426,128.5493901
동해 휴게소,동해선,휴게소,하행,37.601776,129.073636
마장 휴게소,중부선,휴게소,양방향,37.263849,127.407043
망향 휴게소,경부선,휴게소,하행,36.8556501,127.180929
매송 휴게소,서해안선,휴게소,하행,37.265084,126.888544
매송 휴게소,서해안선,휴게소,상행,37.264769,126.891795
문경 휴게소,중부내륙선,휴게소,상행,36.621068,128.1523901
문경 휴게소,중부내륙선,휴게소,하행,36.620549,128.149982
문막 휴게소,영동선,휴게소,하행,37.335469,127.8582201
문막 휴게소,영동선,휴게소,상행,37.297853,127.817261
문산 휴게소,남해선,휴게소,하행,35.171374,128.151591
문의청남대 휴게소,당진영덕선,휴게소,하행,36.542544,127.483797
문의청남대 휴게소,당진영덕선,휴게소,상행,36.544083,127.484613
백양사 휴게소,호남선,휴게소,하행,35.394425,126.805361
백양사 휴게소,호남선,휴게소,상행,35.393018,126.807376
벌곡 휴게소,호남지선,휴게소,하행,36.217974,127.273468
벌곡 휴게소,호남지선,휴게소,상행,36.210451,127.270542
보성녹차 휴게소,남해선,휴게소,하행,34.807313,127.181003
보성녹차 휴게소,남해선,휴게소,상행,34.807313,127.181003
부안고려청자 휴게소,서해안선,휴게소,상행,35.671628,126.732073
부안고려청자 휴게소,서해안선,휴게소,상행,35.671598,126.734592
부여백제 휴게소,서천공주선,휴게소,상행,36.258352,126.8000701
부여백제 휴게소,서천공주선,휴게소,하행,36.258383,126.796755
사천 휴게소,남해선,휴게소,상행,35.073173,128.010802
사천 휴게소,남해선,휴게소,하행,35.074968,128.012589
산청 휴게소,대전통영선,휴게소,상행,35.333522,127.938998
산청 휴게소,대전통영선,휴게소,하행,35.333504,127.937049
서산 휴게소,서해안선,휴게소,하행,36.742991,126.565029
서산 휴게소,서해안선,휴게소,상행,36.734194,126.566302
서여주 휴게소,중부내륙,휴게소,상행,37.278607,127.580501
서여주 휴게소,중부내륙,휴게소,하행,37.279412,127.578083
서울만남 휴게소,경부선,휴게소,하행,37.460166,127.041908
서천 휴게소,서해안선,휴게소,하행,36.129505,126.626485
서천 휴게소,서해안선,휴게소,상행,36.131929,126.627834
선산 휴게소,중부내륙선,휴게소,상행,36.277941,128.249296
선산 휴게소,중부내륙선,휴게소,하행,36.274223,128.250745
섬진강 휴게소,호남선,휴게소,상행,34.9847001,127.770697
섬진강 휴게소,호남선,휴게소,하행,34.985669,127.769329
성주 휴게소,중부내륙선,휴게소,상행,36.0082601,128.261541
성주 휴게소,중부내륙선,휴게소,하행,36.010603,128.259675
속리산 휴게소,당진영덕선,휴게소,상행,36.447804,127.869061
순천 휴게소,호남선,휴게소,하행,35.0085501,127.445044
시흥하늘 휴게소,수도권제1순환선,휴게소,양방향,37.383794,126.855452
신탄진 휴게소,경부선,휴게소,상행,36.426834,127.418438
안동 휴게소,중앙선,휴게소,하행,36.553167,128.641923
안동 휴게소,중앙선,휴게소,상행,36.5534301,128.645144
안산 휴게소,영동선,휴게소,양방향,37.351075,126.818799
안성 휴게소,경부선,휴게소,하행,37.013407,127.1448001
안성 휴게소,경부선,휴게소,상행,37.076681,127.132496
안성맞춤 휴게소,평택제천선,휴게소,하행,36.968057,127.274261
안성맞춤 휴게소,평택제천선,휴게소,상행,36.969915,127.274619
양산 휴게소,경부선,휴게소,상행,35.323172,129.056867
언양 휴게소,경부선,휴게소,상행,35.597942,129.141801
여산 휴게소,호남선,휴게소,하행,36.048555,127.102333
여산 휴게소,호남선,휴게소,상행,36.048528,127.104716
여주 휴게소,영동선,휴게소,하행,37.238022,127.568892
여주 휴게소,영동선,휴게소,상행,37.239739,127.569949
영산 휴게소,중부내륙지선,휴게소,하행,35.429794,128.495915
영천 휴게소,대구포항선,휴게소,하행,36.053254,129.044422
영천 휴게소,대구포항선,휴게소,상행,36.051451,129.042544
예산 휴게소,당진영덕선,휴게소,하행,36.619429,126.846389
예산 휴게소,당진영덕선,휴게소,상행,36.6234601,126.839619
오수 휴게소,순천완주선,휴게소,하행,35.540925,127.309267
오수 휴게소,순천완주선,휴게소,상행,35.540271,127.311622
오창 휴게소,중부선,휴게소,하행,36.758481,127.481777
오창 휴게소,중부선,휴게소,상행,36.756581,127.481909
옥계 휴게소,동해선,휴게소,상행,37.616198,129.060129
옥산 휴게소,경부선,휴게소,하행,36.657743,127.369817
옥천 휴게소,경부선,휴게소,하행,36.296863,127.595223
옥천 휴게소,경부선,휴게소,상행,36.297616,127.598777
옥천만남 휴게소,경부선,휴게소,양방향,36.308718,127.572308
와촌 휴게소,대구포항선,휴게소,상행,35.951819,128.775563
외동 휴게소,울산포항선,휴게소,하행,35.672753,129.285277
외동 휴게소,울산포항선,휴게소,상행,35.672847,129.288543
용인 휴게소,영동선,휴게소,하행,37.245583,127.2419801
용인 휴게소,영동선,휴게소,상행,37.248318,127.238342
울주 휴게소,밀양울산선,휴게소,상행,35.510821,129.130435
울주 휴게소,밀양울산선,휴게소,하행,35.5131601,129.128519
원주 휴게소,중앙선,휴게소,하행,37.435194,127.929063
원주 휴게소,중앙선,휴게소,상행,37.434542,127.931768
음성 휴게소,중부선,휴게소,하행,37.019638,127.480712
음성 휴게소,중부선,휴게소,상행,37.022065,127.484315
의성 휴게소,상주영덕선,휴게소,하행,36.409501,128.447699
의성 휴게소,상주영덕선,휴게소,상행,36.410954,128.4447101
이서 휴게소,호남선,휴게소,하행,35.803936,127.023705
이서 휴게소,호남선,휴게소,상행,35.801932,127.025759
이천 휴게소,중부선,휴게소,하행,37.264574,127.403687
이천 휴게소,중부선,휴게소,상행,37.293979,127.378203
입장거봉포도 휴게소,경부선,휴게소,상행,36.942997,127.192467
장유 휴게소,남해선,휴게소,하행,35.212074,128.7935801
장흥정남진 휴게소,남해선,휴게소,양방향,34.720894,126.931319
정읍녹두장군 휴게소,호남선,휴게소,하행,35.601465,126.862006
정읍녹두장군 휴게소,호남선,휴게소,상행,35.599975,126.864336
주암 휴게소,호남선,휴게소,하행,35.076197,127.2641001
주암 휴게소,호남선,휴게소,상행,35.076587,127.265762
죽암 휴게소,경부선,휴게소,하행,36.4868101,127.429261
죽암 휴게소,경부선,휴게소,상행,36.496775,127.4306501
죽전 휴게소,경부선,휴게소,상행,37.332371,127.104795
지리산 휴게소,광주대구선,휴게소,하행,35.483942,127.567106
지리산 휴게소,광주대구선,휴게소,상행,35.481353,127.566804
진안마이산 휴게소,익산장수선,휴게소,하행,35.777898,127.425279
진안마이산 휴게소,익산장수선,휴게소,상행,35.7748201,127.426362
진영 휴게소,남해선,휴게소,상행,35.2779101,128.715388
진영 휴게소,남해선,휴게소,하행,35.280059,128.716044
진주 휴게소,남해선,휴게소,상행,35.159772,128.1220101
천등산 휴게소,평택제천선,휴게소,하행,37.061597,127.939378
천등산 휴게소,평택제천선,휴게소,상행,37.076872,127.989171
천안삼거리 휴게소,경부선,휴게소,상행,36.787809,127.173455
천안호두 휴게소,경부선,휴게소,하행,36.730226,127.263879
청송 휴게소,상주영덕선,휴게소,상행,36.455725,129.0131901
청송 휴게소,상주영덕선,휴게소,하행,36.456721,129.012028
청주 휴게소,경부선,휴게소,상행,36.716005,127.349315
청통 휴게소,대구포항선,휴게소,하행,35.993928,128.859145
추풍령 휴게소,경부선,휴게소,하행,36.200356,128.000331
추풍령 휴게소,경부선,휴게소,상행,36.199708,128.003242
춘천 휴게소,중앙선,휴게소,하행,37.8126801,127.766078
춘향 휴게소,순천완주선,휴게소,하행,35.3367566,127.3515503
춘향 휴게소,순천완주선,휴게소,상행,35.3376914,127.3537495
충주 휴게소,중부내륙선,휴게소,상행,37.023175,127.839297
충주 휴게소,중부내륙선,휴게소,하행,37.022229,127.837071
치악 휴게소,중앙선,휴게소,상행,37.253647,128.048514
치악 휴게소,중앙선,휴게소,하행,37.256692,128.0488701
칠곡 휴게소,경부선,휴게소,하행,36.019795,128.428517
칠곡 휴게소,경부선,휴게소,상행,36.012005,128.4308001
칠서 휴게소,중부내륙지선,휴게소,상행,35.3708801,128.496807
통도사 휴게소,경부선,휴게소,하행,35.488841,129.090775
평사 휴게소,경부선,휴게소,하행,35.885522,128.867541
평창 휴게소,영동선,휴게소,하행,37.6055701,128.452681
